State,Measures,Year,Number of Records,Values
Maine,Highway use of gasoline (thousand gallons),2011,1,654010
Maryland,Highway use of gasoline (thousand gallons),2011,1,2602742
Massachusetts,Highway use of gasoline (thousand gallons),2011,1,2725178
Michigan,Highway use of gasoline (thousand gallons),2011,1,4358852
Minnesota,Highway use of gasoline (thousand gallons),2011,1,2360340
Mississippi,Highway use of gasoline (thousand gallons),2011,1,1554825
Missouri,Highway use of gasoline (thousand gallons),2011,1,3047982
Montana,Highway use of gasoline (thousand gallons),2011,1,477530
Nebraska,Highway use of gasoline (thousand gallons),2011,1,797328
Nevada,Highway use of gasoline (thousand gallons),2011,1,1062129
New Hampshire,Highway use of gasoline (thousand gallons),2011,1,685817
New Jersey,Highway use of gasoline (thousand gallons),2011,1,4060488
New Mexico,Highway use of gasoline (thousand gallons),2011,1,929744
New York,Highway use of gasoline (thousand gallons),2011,1,5389479
North Carolina,Highway use of gasoline (thousand gallons),2011,1,4241869
North Dakota,Highway use of gasoline (thousand gallons),2011,1,394850
Ohio,Highway use of gasoline (thousand gallons),2011,1,4854761
Oklahoma,Highway use of gasoline (thousand gallons),2011,1,1755853
Oregon,Highway use of gasoline (thousand gallons),2011,1,1435758
Pennsylvania,Highway use of gasoline (thousand gallons),2011,1,4973428
Rhode Island,Highway use of gasoline (thousand gallons),2011,1,364057
South Carolina,Highway use of gasoline (thousand gallons),2011,1,2521079
South Dakota,Highway use of gasoline (thousand gallons),2011,1,430264
Tennessee,Highway use of gasoline (thousand gallons),2011,1,3127071
Texas,Highway use of gasoline (thousand gallons),2011,1,11921633
Utah,Highway use of gasoline (thousand gallons),2011,1,1053856
Vermont,Highway use of gasoline (thousand gallons),2011,1,313391
Virginia,Highway use of gasoline (thousand gallons),2011,1,3745606
Washington,Highway use of gasoline (thousand gallons),2011,1,2590788
West Virginia,Highway use of gasoline (thousand gallons),2011,1,808962
Wisconsin,Highway use of gasoline (thousand gallons),2011,1,2431804
Wyoming,Highway use of gasoline (thousand gallons),2011,1,315006
United States,Highway use of gasoline (thousand gallons),2011,1,131274407
Alabama,Highway use of gasoline (thousand gallons),2012,1,2521069
Alaska,Highway use of gasoline (thousand gallons),2012,1,267783
Arizona,Highway use of gasoline (thousand gallons),2012,1,2555274
Arkansas,Highway use of gasoline (thousand gallons),2012,1,1366706
California,Highway use of gasoline (thousand gallons),2012,1,14221198
Colorado,Highway use of gasoline (thousand gallons),2012,1,2065165
Connecticut,Highway use of gasoline (thousand gallons),2012,1,1415334
Delaware,Highway use of gasoline (thousand gallons),2012,1,405959
District of Columbia,Highway use of gasoline (thousand gallons),2012,1,94414
Florida,Highway use of gasoline (thousand gallons),2012,1,7886365
Georgia,Highway use of gasoline (thousand gallons),2012,1,4610055
Hawaii,Highway use of gasoline (thousand gallons),2012,1,436913
Idaho,Highway use of gasoline (thousand gallons),2012,1,660533
Illinois,Highway use of gasoline (thousand gallons),2012,1,4520233
Indiana,Highway use of gasoline (thousand gallons),2012,1,2893749
Iowa,Highway use of gasoline (thousand gallons),2012,1,1474297
Kansas,Highway use of gasoline (thousand gallons),2012,1,1208024
Kentucky,Highway use of gasoline (thousand gallons),2012,1,2098219
Louisiana,Highway use of gasoline (thousand gallons),2012,1,2149410
Maine,Highway use of gasoline (thousand gallons),2012,1,632819
Maryland,Highway use of gasoline (thousand gallons),2012,1,2657326
Massachusetts,Highway use of gasoline (thousand gallons),2012,1,2726824
Michigan,Highway use of gasoline (thousand gallons),2012,1,4350116
Minnesota,Highway use of gasoline (thousand gallons),2012,1,2429561
Mississippi,Highway use of gasoline (thousand gallons),2012,1,1598659
Missouri,Highway use of gasoline (thousand gallons),2012,1,3011447
Montana,Highway use of gasoline (thousand gallons),2012,1,487822
Nebraska,Highway use of gasoline (thousand gallons),2012,1,806781
Nevada,Highway use of gasoline (thousand gallons),2012,1,1064148
New Hampshire,Highway use of gasoline (thousand gallons),2012,1,681830
New Jersey,Highway use of gasoline (thousand gallons),2012,1,3981558
New Mexico,Highway use of gasoline (thousand gallons),2012,1,939644
New York,Highway use of gasoline (thousand gallons),2012,1,5272365
North Carolina,Highway use of gasoline (thousand gallons),2012,1,4106118
North Dakota,Highway use of gasoline (thousand gallons),2012,1,419554
Ohio,Highway use of gasoline (thousand gallons),2012,1,4824293
Oklahoma,Highway use of gasoline (thousand gallons),2012,1,1859439
Oregon,Highway use of gasoline (thousand gallons),2012,1,1423436
Pennsylvania,Highway use of gasoline (thousand gallons),2012,1,4896324
Rhode Island,Highway use of gasoline (thousand gallons),2012,1,354491
South Carolina,Highway use of gasoline (thousand gallons),2012,1,2575046
South Dakota,Highway use of gasoline (thousand gallons),2012,1,438532
Tennessee,Highway use of gasoline (thousand gallons),2012,1,3074272
Texas,Highway use of gasoline (thousand gallons),2012,1,12143805
Utah,Highway use of gasoline (thousand gallons),2012,1,1036479
Vermont,Highway use of gasoline (thousand gallons),2012,1,307001
Virginia,Highway use of gasoline (thousand gallons),2012,1,3863108
Washington,Highway use of gasoline (thousand gallons),2012,1,2585353
West Virginia,Highway use of gasoline (thousand gallons),2012,1,795327
Wisconsin,Highway use of gasoline (thousand gallons),2012,1,2406501
Wyoming,Highway use of gasoline (thousand gallons),2012,1,334026
United States,Highway use of gasoline (thousand gallons),2012,1,130934705
Alabama,Highway use of gasoline (thousand gallons),2013,1,2519753
Alaska,Highway use of gasoline (thousand gallons),2013,1,251692
Arizona,Highway use of gasoline (thousand gallons),2013,1,2578433
Arkansas,Highway use of gasoline (thousand gallons),2013,1,1342104
California,Highway use of gasoline (thousand gallons),2013,1,14201939
Colorado,Highway use of gasoline (thousand gallons),2013,1,2095760
Connecticut,Highway use of gasoline (thousand gallons),2013,1,1398670
Delaware,Highway use of gasoline (thousand gallons),2013,1,408344
District of Columbia,Highway use of gasoline (thousand gallons),2013,1,94670
Florida,Highway use of gasoline (thousand gallons),2013,1,7954688
Georgia,Highway use of gasoline (thousand gallons),2013,1,4736966
Hawaii,Highway use of gasoline (thousand gallons),2013,1,437641
Idaho,Highway use of gasoline (thousand gallons),2013,1,666601
Illinois,Highway use of gasoline (thousand gallons),2013,1,4504374
Indiana,Highway use of gasoline (thousand gallons),2013,1,2906274
Iowa,Highway use of gasoline (thousand gallons),2013,1,1495747
Kansas,Highway use of gasoline (thousand gallons),2013,1,1253991
Kentucky,Highway use of gasoline (thousand gallons),2013,1,2074192
Louisiana,Highway use of gasoline (thousand gallons),2013,1,2191565
Maine,Highway use of gasoline (thousand gallons),2013,1,715904
Maryland,Highway use of gasoline (thousand gallons),2013,1,2744629
Massachusetts,Highway use of gasoline (thousand gallons),2013,1,2682202
Michigan,Highway use of gasoline (thousand gallons),2013,1,4455916
Minnesota,Highway use of gasoline (thousand gallons),2013,1,2389435
Mississippi,Highway use of gasoline (thousand gallons),2013,1,1564996
Missouri,Highway use of gasoline (thousand gallons),2013,1,2993312
Montana,Highway use of gasoline (thousand gallons),2013,1,492003
Nebraska,Highway use of gasoline (thousand gallons),2013,1,820593
Nevada,Highway use of gasoline (thousand gallons),2013,1,1075716
New Hampshire,Highway use of gasoline (thousand gallons),2013,1,684861
New Jersey,Highway use of gasoline (thousand gallons),2013,1,3883240
New Mexico,Highway use of gasoline (thousand gallons),2013,1,919011
New York,Highway use of gasoline (thousand gallons),2013,1,5188623
North Carolina,Highway use of gasoline (thousand gallons),2013,1,4177832
North Dakota,Highway use of gasoline (thousand gallons),2013,1,432604
Ohio,Highway use of gasoline (thousand gallons),2013,1,4815395
Oklahoma,Highway use of gasoline (thousand gallons),2013,1,1798221
Oregon,Highway use of gasoline (thousand gallons),2013,1,1419623
Pennsylvania,Highway use of gasoline (thousand gallons),2013,1,4867977
Rhode Island,Highway use of gasoline (thousand gallons),2013,1,352265
South Carolina,Highway use of gasoline (thousand gallons),2013,1,2596930
South Dakota,Highway use of gasoline (thousand gallons),2013,1,424964
Tennessee,Highway use of gasoline (thousand gallons),2013,1,3074564
Texas,Highway use of gasoline (thousand gallons),2013,1,12322995
Utah,Highway use of gasoline (thousand gallons),2013,1,1057660
Vermont,Highway use of gasoline (thousand gallons),2013,1,309327
Virginia,Highway use of gasoline (thousand gallons),2013,1,3821222
Washington,Highway use of gasoline (thousand gallons),2013,1,2624657
West Virginia,Highway use of gasoline (thousand gallons),2013,1,774677
Wisconsin,Highway use of gasoline (thousand gallons),2013,1,2369479
Wyoming,Highway use of gasoline (thousand gallons),2013,1,334414
United States,Highway use of gasoline (thousand gallons),2013,1,131298651
Alabama,Highway use of gasoline (thousand gallons),2014,1,2576928
Alaska,Highway use of gasoline (thousand gallons),2014,1,274074
Arizona,Highway use of gasoline (thousand gallons),2014,1,2663653
Arkansas,Highway use of gasoline (thousand gallons),2014,1,1420837
California,Highway use of gasoline (thousand gallons),2014,1,14660111
Colorado,Highway use of gasoline (thousand gallons),2014,1,2213924
Connecticut,Highway use of gasoline (thousand gallons),2014,1,1419108
Delaware,Highway use of gasoline (thousand gallons),2014,1,417947
District of Columbia,Highway use of gasoline (thousand gallons),2014,1,107715
Florida,Highway use of gasoline (thousand gallons),2014,1,8248186
Georgia,Highway use of gasoline (thousand gallons),2014,1,4668163
Hawaii,Highway use of gasoline (thousand gallons),2014,1,455279
Idaho,Highway use of gasoline (thousand gallons),2014,1,703882
Illinois,Highway use of gasoline (thousand gallons),2014,1,4645212
Indiana,Highway use of gasoline (thousand gallons),2014,1,3024572
Iowa,Highway use of gasoline (thousand gallons),2014,1,1570178
Kansas,Highway use of gasoline (thousand gallons),2014,1,1322139
Kentucky,Highway use of gasoline (thousand gallons),2014,1,2111377
Louisiana,Highway use of gasoline (thousand gallons),2014,1,2244508
Maine,Highway use of gasoline (thousand gallons),2014,1,771730
Maryland,Highway use of gasoline (thousand gallons),2014,1,2715452
Massachusetts,Highway use of gasoline (thousand gallons),2014,1,2707913
Michigan,Highway use of gasoline (thousand gallons),2014,1,4448249
Minnesota,Highway use of gasoline (thousand gallons),2014,1,2481959
Mississippi,Highway use of gasoline (thousand gallons),2014,1,1686715
Missouri,Highway use of gasoline (thousand gallons),2014,1,3126234
Montana,Highway use of gasoline (thousand gallons),2014,1,511567
Nebraska,Highway use of gasoline (thousand gallons),2014,1,878773
Nevada,Highway use of gasoline (thousand gallons),2014,1,1103239
New Hampshire,Highway use of gasoline (thousand gallons),2014,1,701066
New Jersey,Highway use of gasoline (thousand gallons),2014,1,4082825
New Mexico,Highway use of gasoline (thousand gallons),2014,1,959858
New York,Highway use of gasoline (thousand gallons),2014,1,5510992
North Carolina,Highway use of gasoline (thousand gallons),2014,1,4326984
North Dakota,Highway use of gasoline (thousand gallons),2014,1,465347
Ohio,Highway use of gasoline (thousand gallons),2014,1,4998767
Oklahoma,Highway use of gasoline (thousand gallons),2014,1,1970501
Oregon,Highway use of gasoline (thousand gallons),2014,1,1487796
Pennsylvania,Highway use of gasoline (thousand gallons),2014,1,4940851
Rhode Island,Highway use of gasoline (thousand gallons),2014,1,366174
South Carolina,Highway use of gasoline (thousand gallons),2014,1,2644467
South Dakota,Highway use of gasoline (thousand gallons),2014,1,454382
Tennessee,Highway use of gasoline (thousand gallons),2014,1,3225836
Texas,Highway use of gasoline (thousand gallons),2014,1,13254716
Utah,Highway use of gasoline (thousand gallons),2014,1,1114217
Vermont,Highway use of gasoline (thousand gallons),2014,1,313443
Virginia,Highway use of gasoline (thousand gallons),2014,1,3999288
Washington,Highway use of gasoline (thousand gallons),2014,1,2714080
West Virginia,Highway use of gasoline (thousand gallons),2014,1,823952
Wisconsin,Highway use of gasoline (thousand gallons),2014,1,2594781
Wyoming,Highway use of gasoline (thousand gallons),2014,1,338200
United States,Highway use of gasoline (thousand gallons),2014,1,136468147
Alabama,Highway use of gasoline (thousand gallons),2015,1,2504176
Alaska,Highway use of gasoline (thousand gallons),2015,1,243380
Arizona,Highway use of gasoline (thousand gallons),2015,1,2606360
Arkansas,Highway use of gasoline (thousand gallons),2015,1,1320737
California,Highway use of gasoline (thousand gallons),2015,1,14188342
Colorado,Highway use of gasoline (thousand gallons),2015,1,2107254
Connecticut,Highway use of gasoline (thousand gallons),2015,1,1405870
Delaware,Highway use of gasoline (thousand gallons),2015,1,434287
District of Columbia,Highway use of gasoline (thousand gallons),2015,1,106690
Florida,Highway use of gasoline (thousand gallons),2015,1,8037700
Georgia,Highway use of gasoline (thousand gallons),2015,1,4709948
Hawaii,Highway use of gasoline (thousand gallons),2015,1,429113
Idaho,Highway use of gasoline (thousand gallons),2015,1,673253
Illinois,Highway use of gasoline (thousand gallons),2015,1,4850518
Indiana,Highway use of gasoline (thousand gallons),2015,1,2999321
Iowa,Highway use of gasoline (thousand gallons),2015,1,1486300
Kansas,Highway use of gasoline (thousand gallons),2015,1,1194249
Kentucky,Highway use of gasoline (thousand gallons),2015,1,2067021
Louisiana,Highway use of gasoline (thousand gallons),2015,1,2179194
Maine,Highway use of gasoline (thousand gallons),2015,1,721666
Maryland,Highway use of gasoline (thousand gallons),2015,1,2711766
Massachusetts,Highway use of gasoline (thousand gallons),2015,1,2669169
Michigan,Highway use of gasoline (thousand gallons),2015,1,4352982
Minnesota,Highway use of gasoline (thousand gallons),2015,1,2323199
Mississippi,Highway use of gasoline (thousand gallons),2015,1,1607148
Missouri,Highway use of gasoline (thousand gallons),2015,1,2954269
Montana,Highway use of gasoline (thousand gallons),2015,1,483132
Nebraska,Highway use of gasoline (thousand gallons),2015,1,822527
Nevada,Highway use of gasoline (thousand gallons),2015,1,1068058
New Hampshire,Highway use of gasoline (thousand gallons),2015,1,656859
New Jersey,Highway use of gasoline (thousand gallons),2015,1,3928510
New Mexico,Highway use of gasoline (thousand gallons),2015,1,913565
New York,Highway use of gasoline (thousand gallons),2015,1,5090797
North Carolina,Highway use of gasoline (thousand gallons),2015,1,4252094
North Dakota,Highway use of gasoline (thousand gallons),2015,1,433114
Ohio,Highway use of gasoline (thousand gallons),2015,1,4804289
Oklahoma,Highway use of gasoline (thousand gallons),2015,1,1794536
Oregon,Highway use of gasoline (thousand gallons),2015,1,1448883
Pennsylvania,Highway use of gasoline (thousand gallons),2015,1,4641448
Rhode Island,Highway use of gasoline (thousand gallons),2015,1,359531
South Carolina,Highway use of gasoline (thousand gallons),2015,1,2631987
South Dakota,Highway use of gasoline (thousand gallons),2015,1,435823
Tennessee,Highway use of gasoline (thousand gallons),2015,1,3061397
Texas,Highway use of gasoline (thousand gallons),2015,1,13254716
Utah,Highway use of gasoline (thousand gallons),2015,1,1043907
Vermont,Highway use of gasoline (thousand gallons),2015,1,292200
Virginia,Highway use of gasoline (thousand gallons),2015,1,3815962
Washington,Highway use of gasoline (thousand gallons),2015,1,2628062
West Virginia,Highway use of gasoline (thousand gallons),2015,1,811497
Wisconsin,Highway use of gasoline (thousand gallons),2015,1,2371640
Wyoming,Highway use of gasoline (thousand gallons),2015,1,314096
United States,Highway use of gasoline (thousand gallons),2015,1,132242542
Alabama,Highway use of gasoline (thousand gallons),2016,1,2580392
Alaska,Highway use of gasoline (thousand gallons),2016,1,253416
Arizona,Highway use of gasoline (thousand gallons),2016,1,2716868
Arkansas,Highway use of gasoline (thousand gallons),2016,1,1412534
California,Highway use of gasoline (thousand gallons),2016,1,14540213
Colorado,Highway use of gasoline (thousand gallons),2016,1,2217141
Connecticut,Highway use of gasoline (thousand gallons),2016,1,1441862
Delaware,Highway use of gasoline (thousand gallons),2016,1,523442
District of Columbia,Highway use of gasoline (thousand gallons),2016,1,114843
Florida,Highway use of gasoline (thousand gallons),2016,1,8206142
Georgia,Highway use of gasoline (thousand gallons),2016,1,4587799
Hawaii,Highway use of gasoline (thousand gallons),2016,1,444048
Idaho,Highway use of gasoline (thousand gallons),2016,1,717347
Illinois,Highway use of gasoline (thousand gallons),2016,1,4645051
Indiana,Highway use of gasoline (thousand gallons),2016,1,3046109
Iowa,Highway use of gasoline (thousand gallons),2016,1,1649512
Kansas,Highway use of gasoline (thousand gallons),2016,1,1287766
Kentucky,Highway use of gasoline (thousand gallons),2016,1,2134147
Louisiana,Highway use of gasoline (thousand gallons),2016,1,2128383
Maine,Highway use of gasoline (thousand gallons),2016,1,742407
Maryland,Highway use of gasoline (thousand gallons),2016,1,2630070
Massachusetts,Highway use of gasoline (thousand gallons),2016,1,2715141
Michigan,Highway use of gasoline (thousand gallons),2016,1,4449726
Minnesota,Highway use of gasoline (thousand gallons),2016,1,2456967
Mississippi,Highway use of gasoline (thousand gallons),2016,1,1681282
Missouri,Highway use of gasoline (thousand gallons),2016,1,3069337
Montana,Highway use of gasoline (thousand gallons),2016,1,491288
Nebraska,Highway use of gasoline (thousand gallons),2016,1,849515
Nevada,Highway use of gasoline (thousand gallons),2016,1,1100905
New Hampshire,Highway use of gasoline (thousand gallons),2016,1,660553
New Jersey,Highway use of gasoline (thousand gallons),2016,1,4049271
New Mexico,Highway use of gasoline (thousand gallons),2016,1,904361
New York,Highway use of gasoline (thousand gallons),2016,1,5321827
North Carolina,Highway use of gasoline (thousand gallons),2016,1,4481824
North Dakota,Highway use of gasoline (thousand gallons),2016,1,408811
Ohio,Highway use of gasoline (thousand gallons),2016,1,4869710
Oklahoma,Highway use of gasoline (thousand gallons),2016,1,1831666
Oregon,Highway use of gasoline (thousand gallons),2016,1,1500721
Pennsylvania,Highway use of gasoline (thousand gallons),2016,1,4728554
Rhode Island,Highway use of gasoline (thousand gallons),2016,1,354875
South Carolina,Highway use of gasoline (thousand gallons),2016,1,2677649
South Dakota,Highway use of gasoline (thousand gallons),2016,1,453878
Tennessee,Highway use of gasoline (thousand gallons),2016,1,3262875
Texas,Highway use of gasoline (thousand gallons),2016,1,13701466
Utah,Highway use of gasoline (thousand gallons),2016,1,1135463
Vermont,Highway use of gasoline (thousand gallons),2016,1,293184
Virginia,Highway use of gasoline (thousand gallons),2016,1,3895558
Washington,Highway use of gasoline (thousand gallons),2016,1,2673116
West Virginia,Highway use of gasoline (thousand gallons),2016,1,779194
Wisconsin,Highway use of gasoline (thousand gallons),2016,1,2420170
Wyoming,Highway use of gasoline (thousand gallons),2016,1,320912
United States,Highway use of gasoline (thousand gallons),2016,1,135559291
Alabama,Highway use of gasoline (thousand gallons),2017,1,2550741
Alaska,Highway use of gasoline (thousand gallons),2017,1,247425
Arizona,Highway use of gasoline (thousand gallons),2017,1,2732137
Arkansas,Highway use of gasoline (thousand gallons),2017,1,1408054
California,Highway use of gasoline (thousand gallons),2017,1,14613569
Colorado,Highway use of gasoline (thousand gallons),2017,1,2196347
Connecticut,Highway use of gasoline (thousand gallons),2017,1,1434972
Delaware,Highway use of gasoline (thousand gallons),2017,1,466810
District of Columbia,Highway use of gasoline (thousand gallons),2017,1,99509
Florida,Highway use of gasoline (thousand gallons),2017,1,8392520
Georgia,Highway use of gasoline (thousand gallons),2017,1,4812597
Hawaii,Highway use of gasoline (thousand gallons),2017,1,441219
Idaho,Highway use of gasoline (thousand gallons),2017,1,733892
Illinois,Highway use of gasoline (thousand gallons),2017,1,4613983
Indiana,Highway use of gasoline (thousand gallons),2017,1,3044745
Iowa,Highway use of gasoline (thousand gallons),2017,1,1497134
Kansas,Highway use of gasoline (thousand gallons),2017,1,1227362
Kentucky,Highway use of gasoline (thousand gallons),2017,1,2125246
Louisiana,Highway use of gasoline (thousand gallons),2017,1,2046902
Maine,Highway use of gasoline (thousand gallons),2017,1,597724
Maryland,Highway use of gasoline (thousand gallons),2017,1,2599399
Massachusetts,Highway use of gasoline (thousand gallons),2017,1,2666514
Michigan,Highway use of gasoline (thousand gallons),2017,1,4396083
Minnesota,Highway use of gasoline (thousand gallons),2017,1,2459991
Mississippi,Highway use of gasoline (thousand gallons),2017,1,1641711
Missouri,Highway use of gasoline (thousand gallons),2017,1,3034445
Montana,Highway use of gasoline (thousand gallons),2017,1,490292
Nebraska,Highway use of gasoline (thousand gallons),2017,1,846622.2864
Nevada,Highway use of gasoline (thousand gallons),2017,1,1131419.192
New Hampshire,Highway use of gasoline (thousand gallons),2017,1,665381
New Jersey,Highway use of gasoline (thousand gallons),2017,1,3854317
New Mexico,Highway use of gasoline (thousand gallons),2017,1,962755
New York,Highway use of gasoline (thousand gallons),2017,1,5388111
North Carolina,Highway use of gasoline (thousand gallons),2017,1,4490206
North Dakota,Highway use of gasoline (thousand gallons),2017,1,402672
Ohio,Highway use of gasoline (thousand gallons),2017,1,4863364
Oklahoma,Highway use of gasoline (thousand gallons),2017,1,1782740
Oregon,Highway use of gasoline (thousand gallons),2017,1,1528634
Pennsylvania,Highway use of gasoline (thousand gallons),2017,1,4765273
Rhode Island,Highway use of gasoline (thousand gallons),2017,1,353657
South Carolina,Highway use of gasoline (thousand gallons),2017,1,2697536
South Dakota,Highway use of gasoline (thousand gallons),2017,1,447820
Tennessee,Highway use of gasoline (thousand gallons),2017,1,3273070
Texas,Highway use of gasoline (thousand gallons),2017,1,13796629
Utah,Highway use of gasoline (thousand gallons),2017,1,1144817
Vermont,Highway use of gasoline (thousand gallons),2017,1,292359
Virginia,Highway use of gasoline (thousand gallons),2017,1,3916215
Washington,Highway use of gasoline (thousand gallons),2017,1,2667910
West Virginia,Highway use of gasoline (thousand gallons),2017,1,754615
Wisconsin,Highway use of gasoline (thousand gallons),2017,1,2388395
Wyoming,Highway use of gasoline (thousand gallons),2017,1,314802
United States,Highway use of gasoline (thousand gallons),2017,1,135300642
Alabama,Highway use of gasoline (thousand gallons),2018,1,2540902
Alaska,Highway use of gasoline (thousand gallons),2018,1,244389
Arizona,Highway use of gasoline (thousand gallons),2018,1,2783217
Arkansas,Highway use of gasoline (thousand gallons),2018,1,1379415
California,Highway use of gasoline (thousand gallons),2018,1,14536101
Colorado,Highway use of gasoline (thousand gallons),2018,1,2210977
Connecticut,Highway use of gasoline (thousand gallons),2018,1,1442689
Delaware,Highway use of gasoline (thousand gallons),2018,1,485874
District of Columbia,Highway use of gasoline (thousand gallons),2018,1,206199
Florida,Highway use of gasoline (thousand gallons),2018,1,8539389
Georgia,Highway use of gasoline (thousand gallons),2018,1,4798630
Hawaii,Highway use of gasoline (thousand gallons),2018,1,431109
Idaho,Highway use of gasoline (thousand gallons),2018,1,688307
Illinois,Highway use of gasoline (thousand gallons),2018,1,4564577
Indiana,Highway use of gasoline (thousand gallons),2018,1,2971529
Iowa,Highway use of gasoline (thousand gallons),2018,1,1483052
Kansas,Highway use of gasoline (thousand gallons),2018,1,1205658
Kentucky,Highway use of gasoline (thousand gallons),2018,1,2130436
Louisiana,Highway use of gasoline (thousand gallons),2018,1,2037250
Maine,Highway use of gasoline (thousand gallons),2018,1,593253
Maryland,Highway use of gasoline (thousand gallons),2018,1,2587123
Massachusetts,Highway use of gasoline (thousand gallons),2018,1,2685219
Michigan,Highway use of gasoline (thousand gallons),2018,1,4412120
Minnesota,Highway use of gasoline (thousand gallons),2018,1,2401845
Mississippi,Highway use of gasoline (thousand gallons),2018,1,1595322
Missouri,Highway use of gasoline (thousand gallons),2018,1,3000963
Montana,Highway use of gasoline (thousand gallons),2018,1,480769
Nebraska,Highway use of gasoline (thousand gallons),2018,1,852503
Nevada,Highway use of gasoline (thousand gallons),2018,1,1155595
New Hampshire,Highway use of gasoline (thousand gallons),2018,1,671676
New Jersey,Highway use of gasoline (thousand gallons),2018,1,3762582
New Mexico,Highway use of gasoline (thousand gallons),2018,1,951802
New York,Highway use of gasoline (thousand gallons),2018,1,5444276
North Carolina,Highway use of gasoline (thousand gallons),2018,1,4492129
North Dakota,Highway use of gasoline (thousand gallons),2018,1,404051
Ohio,Highway use of gasoline (thousand gallons),2018,1,4804259
Oklahoma,Highway use of gasoline (thousand gallons),2018,1,1821895
Oregon,Highway use of gasoline (thousand gallons),2018,1,1528662
Pennsylvania,Highway use of gasoline (thousand gallons),2018,1,4619623
Rhode Island,Highway use of gasoline (thousand gallons),2018,1,370134
South Carolina,Highway use of gasoline (thousand gallons),2018,1,2646947
South Dakota,Highway use of gasoline (thousand gallons),2018,1,445813
Tennessee,Highway use of gasoline (thousand gallons),2018,1,3210705
Texas,Highway use of gasoline (thousand gallons),2018,1,14045145
Utah,Highway use of gasoline (thousand gallons),2018,1,1141648
Vermont,Highway use of gasoline (thousand gallons),2018,1,268019
Virginia,Highway use of gasoline (thousand gallons),2018,1,3919440
Washington,Highway use of gasoline (thousand gallons),2018,1,2765858
West Virginia,Highway use of gasoline (thousand gallons),2018,1,791672
Wisconsin,Highway use of gasoline (thousand gallons),2018,1,2491234
Wyoming,Highway use of gasoline (thousand gallons),2018,1,294731
United States,Highway use of gasoline (thousand gallons),2018,1,135336713
Alabama,Highway use of gasoline (thousand gallons),2019,1,2659652
Alaska,Highway use of gasoline (thousand gallons),2019,1,242562
Arizona,Highway use of gasoline (thousand gallons),2019,1,2831627
Arkansas,Highway use of gasoline (thousand gallons),2019,1,1431471
California,Highway use of gasoline (thousand gallons),2019,1,14432583
Colorado,Highway use of gasoline (thousand gallons),2019,1,2270649
Connecticut,Highway use of gasoline (thousand gallons),2019,1,1437444
Delaware,Highway use of gasoline (thousand gallons),2019,1,522552
District of Columbia,Highway use of gasoline (thousand gallons),2019,1,113256
Florida,Highway use of gasoline (thousand gallons),2019,1,8586669
Georgia,Highway use of gasoline (thousand gallons),2019,1,4743377
Hawaii,Highway use of gasoline (thousand gallons),2019,1,436711
Idaho,Highway use of gasoline (thousand gallons),2019,1,734046
Illinois,Highway use of gasoline (thousand gallons),2019,1,4454984
Indiana,Highway use of gasoline (thousand gallons),2019,1,2934667
Iowa,Highway use of gasoline (thousand gallons),2019,1,1486910
Kansas,Highway use of gasoline (thousand gallons),2019,1,1284250
Kentucky,Highway use of gasoline (thousand gallons),2019,1,2146204
Louisiana,Highway use of gasoline (thousand gallons),2019,1,2089133
Maine,Highway use of gasoline (thousand gallons),2019,1,593253
Maryland,Highway use of gasoline (thousand gallons),2019,1,2602302
Massachusetts,Highway use of gasoline (thousand gallons),2019,1,2658600
Michigan,Highway use of gasoline (thousand gallons),2019,1,4381530
Minnesota,Highway use of gasoline (thousand gallons),2019,1,2411151
Mississippi,Highway use of gasoline (thousand gallons),2019,1,1668608
Missouri,Highway use of gasoline (thousand gallons),2019,1,2993792
Montana,Highway use of gasoline (thousand gallons),2019,1,485015
Nebraska,Highway use of gasoline (thousand gallons),2019,1,863333
Nevada,Highway use of gasoline (thousand gallons),2019,1,1157367
New Hampshire,Highway use of gasoline (thousand gallons),2019,1,677217
New Jersey,Highway use of gasoline (thousand gallons),2019,1,3770732
New Mexico,Highway use of gasoline (thousand gallons),2019,1,959431
New York,Highway use of gasoline (thousand gallons),2019,1,5401064
North Carolina,Highway use of gasoline (thousand gallons),2019,1,4633090
North Dakota,Highway use of gasoline (thousand gallons),2019,1,411541
Ohio,Highway use of gasoline (thousand gallons),2019,1,4788084
Oklahoma,Highway use of gasoline (thousand gallons),2019,1,1815899
Oregon,Highway use of gasoline (thousand gallons),2019,1,1506779
Pennsylvania,Highway use of gasoline (thousand gallons),2019,1,4679656
Rhode Island,Highway use of gasoline (thousand gallons),2019,1,366451
South Carolina,Highway use of gasoline (thousand gallons),2019,1,2669735
South Dakota,Highway use of gasoline (thousand gallons),2019,1,435583
Tennessee,Highway use of gasoline (thousand gallons),2019,1,3278392
Texas,Highway use of gasoline (thousand gallons),2019,1,14271917
Utah,Highway use of gasoline (thousand gallons),2019,1,1190445
Vermont,Highway use of gasoline (thousand gallons),2019,1,288944
Virginia,Highway use of gasoline (thousand gallons),2019,1,3919440
Washington,Highway use of gasoline (thousand gallons),2019,1,2811430
West Virginia,Highway use of gasoline (thousand gallons),2019,1,791672
Wisconsin,Highway use of gasoline (thousand gallons),2019,1,2461021
Wyoming,Highway use of gasoline (thousand gallons),2019,1,293603
United States,Highway use of gasoline (thousand gallons),2019,1,136075824
